Position x, Position y, Velocity x, Velocity y
-0.2747, -0.0050, -0.0046, 0.0000, 3.6993
-0.2749, -0.0050, -0.0045, 0.0000, 3.7160
-0.2757, -0.0050, -0.0043, 0.0000, 3.7182
-0.2758, -0.0050, -0.0043, 0.0000, 3.7349
-0.2766, -0.0050, -0.0040, 0.0000, 3.7520
-0.2775, -0.0050, -0.0043, 0.0000, 3.7542
-0.2776, -0.0050, -0.0043, 0.0000, 3.7710
-0.2785, -0.0050, -0.0044, 0.0000, 3.7734
-0.2787, -0.0050, -0.0044, 0.0000, 3.7905
-0.2797, -0.0050, -0.0050, 0.0000, 3.7927
-0.2798, -0.0050, -0.0050, 0.0000, 3.8094
-0.2809, -0.0050, -0.0053, 0.0000, 3.8116
-0.2810, -0.0050, -0.0053, 0.0000, 3.8281
-0.2821, -0.0050, -0.0052, 0.0000, 3.8448
-0.2831, -0.0050, -0.0051, 0.0000, 3.8471
-0.2832, -0.0050, -0.0051, 0.0000, 3.8638
-0.2842, -0.0050, -0.0049, 0.0000, 3.8804
-0.2851, -0.0050, -0.0046, 0.0000, 3.8825
-0.2852, -0.0050, -0.0046, 0.0000, 3.8993
-0.2861, -0.0050, -0.0043, 0.0000, 3.9017
-0.2862, -0.0050, -0.0042, 0.0000, 3.9184
-0.2870, -0.0050, -0.0039, 0.0000, 3.9350
-0.2877, -0.0050, -0.0036, 0.0000, 3.9372
-0.2878, -0.0050, -0.0036, 0.0000, 3.9539
-0.2885, -0.0050, -0.0033, 0.0000, 3.9561
-0.2886, -0.0050, -0.0032, 0.0000, 3.9729
-0.2891, -0.0050, -0.0030, 0.0000, 3.9894
-0.2897, -0.0050, -0.0027, 0.0000, 3.9916
-0.2898, -0.0050, -0.0027, 0.0000, 4.0082
-0.2902, -0.0050, -0.0024, 0.0000, 4.0249
-0.2907, -0.0050, -0.0022, 0.0000, 4.0271
-0.2907, -0.0050, -0.0022, 0.0000, 4.0439
-0.2911, -0.0050, -0.0020, 0.0000, 4.0462
-0.2912, -0.0050, -0.0020, 0.0000, 4.0630
-0.2916, -0.0050, -0.0018, 0.0000, 4.0796
-0.2919, -0.0050, -0.0016, 0.0000, 4.0965
-0.2923, -0.0050, -0.0021, 0.0000, 4.1127
-0.2928, -0.0050, -0.0024, 0.0000, 4.1292
-0.2933, -0.0050, -0.0025, 0.0000, 4.1457
-0.2938, -0.0050, -0.0025, 0.0000, 4.1477
-0.2938, -0.0050, -0.0025, 0.0000, 4.1645
-0.2943, -0.0050, -0.0024, 0.0000, 4.1811
-0.2948, -0.0050, -0.0023, 0.0000, 4.1833
-0.2948, -0.0050, -0.0023, 0.0000, 4.2004
-0.2954, -0.0050, -0.0028, 0.0000, 4.2027
-0.2955, -0.0050, -0.0029, 0.0000, 4.2194
-0.2961, -0.0050, -0.0031, 0.0000, 4.2215
-0.2962, -0.0050, -0.0031, 0.0000, 4.2383
-0.2968, -0.0050, -0.0032, 0.0000, 4.2552
-0.2977, -0.0050, -0.0044, 0.0000, 4.2722
-0.2988, -0.0050, -0.0051, 0.0000, 4.2891
-0.3000, -0.0050, -0.0061, 0.0000, 4.3051
-0.3013, -0.0050, -0.0065, 0.0000, 4.3222
-0.3027, -0.0050, -0.0073, 0.0000, 4.3388
-0.3044, -0.0050, -0.0083, 0.0000, 4.3550
-0.3061, -0.0050, -0.0087, 0.0000, 4.3717
-0.3078, -0.0050, -0.0088, 0.0000, 4.3884
-0.3097, -0.0050, -0.0093, 0.0000, 4.3907
-0.3100, -0.0050, -0.0093, 0.0000, 4.4071
-0.3118, -0.0050, -0.0093, 0.0000, 4.4103
-0.3121, -0.0050, -0.0094, 0.0000, 4.4264
-0.3141, -0.0050, -0.0097, 0.0000, 4.4287
-0.3143, -0.0050, -0.0097, 0.0000, 4.4452
-0.3162, -0.0050, -0.0097, 0.0000, 4.4619
-0.3181, -0.0050, -0.0094, 0.0000, 4.4641
-0.3184, -0.0050, -0.0094, 0.0000, 4.4808
