Position x, Position y, Velocity x, Velocity y
-0.4529, -0.0224, 0.0038, -0.0012, 4.0245
-0.4527, -0.0224, 0.0039, -0.0012, 4.0410
-0.4519, -0.0226, 0.0042, -0.0011, 4.0442
-0.4518, -0.0227, 0.0043, -0.0011, 4.0607
-0.4508, -0.0229, 0.0050, -0.0010, 4.0634
-0.4506, -0.0229, 0.0050, -0.0010, 4.0802
-0.4495, -0.0231, 0.0053, -0.0009, 4.0967
-0.4483, -0.0233, 0.0060, -0.0009, 4.0981
-0.4482, -0.0233, 0.0060, -0.0009, 4.1146
-0.4470, -0.0236, 0.0063, -0.0014, 4.1157
-0.4469, -0.0236, 0.0063, -0.0015, 4.1324
-0.4457, -0.0240, 0.0063, -0.0018, 4.1493
-0.4443, -0.0244, 0.0068, -0.0019, 4.1654
-0.4429, -0.0247, 0.0069, -0.0020, 4.1678
-0.4427, -0.0248, 0.0069, -0.0020, 4.1843
-0.4414, -0.0252, 0.0068, -0.0020, 4.2010
-0.4401, -0.0256, 0.0066, -0.0019, 4.2032
-0.4399, -0.0256, 0.0066, -0.0019, 4.2200
-0.4386, -0.0260, 0.0062, -0.0018, 4.2225
-0.4384, -0.0261, 0.0062, -0.0018, 4.2391
-0.4373, -0.0264, 0.0058, -0.0017, 4.2562
-0.4361, -0.0267, 0.0060, -0.0016, 4.2585
-0.4359, -0.0268, 0.0060, -0.0016, 4.2751
-0.4347, -0.0270, 0.0060, -0.0014, 4.2761
-0.4346, -0.0271, 0.0060, -0.0014, 4.2928
-0.4334, -0.0273, 0.0058, -0.0013, 4.2938
-0.4334, -0.0273, 0.0058, -0.0013, 4.3106
-0.4323, -0.0276, 0.0055, -0.0012, 4.3129
-0.4321, -0.0276, 0.0055, -0.0012, 4.3297
-0.4311, -0.0278, 0.0052, -0.0011, 4.3318
-0.4309, -0.0279, 0.0051, -0.0011, 4.3485
-0.4300, -0.0281, 0.0048, -0.0010, 4.3649
-0.4291, -0.0282, 0.0044, -0.0009, 4.3682
-0.4289, -0.0283, 0.0045, -0.0009, 4.3843
-0.4280, -0.0284, 0.0047, -0.0008, 4.3864
-0.4279, -0.0285, 0.0047, -0.0008, 4.4032
-0.4269, -0.0286, 0.0048, -0.0007, 4.4200
-0.4259, -0.0287, 0.0053, -0.0007, 4.4222
-0.4257, -0.0288, 0.0053, -0.0006, 4.4390
-0.4246, -0.0289, 0.0055, -0.0006, 4.4410
-0.4245, -0.0289, 0.0055, -0.0006, 4.4581
-0.4233, -0.0290, 0.0061, -0.0005, 4.4743
-0.4220, -0.0291, 0.0064, -0.0005, 4.4767
-0.4218, -0.0291, 0.0064, -0.0005, 4.4935
-0.4205, -0.0292, 0.0063, -0.0004, 4.4965
-0.4203, -0.0292, 0.0064, -0.0004, 4.5129
-0.4190, -0.0293, 0.0068, -0.0004, 4.5153
-0.4188, -0.0293, 0.0068, -0.0004, 4.5320
-0.4174, -0.0294, 0.0069, -0.0003, 4.5486
-0.4160, -0.0294, 0.0068, -0.0003, 4.5518
-0.4158, -0.0294, 0.0068, -0.0003, 4.5682
-0.4144, -0.0295, 0.0072, -0.0003, 4.5714
-0.4141, -0.0295, 0.0073, -0.0003, 4.5878
-0.4125, -0.0295, 0.0079, -0.0002, 4.6049
-0.4109, -0.0296, 0.0081, -0.0002, 4.6220
-0.4092, -0.0296, 0.0086, -0.0002, 4.6382
-0.4074, -0.0297, 0.0088, -0.0002, 4.6405
-0.4072, -0.0297, 0.0087, -0.0002, 4.6576
