Position x, Position y, Velocity x, Velocity y
0.9655, 0.0000, 0.0162, 0.0000
0.9685, 0.0000, 0.0151, 0.0000
0.9713, 0.0000, 0.0140, 0.0000
0.9738, 0.0000, 0.0130, 0.0000
0.9762, 0.0000, 0.0119, 0.0000
0.9784, 0.0000, 0.0109, 0.0000
0.9804, 0.0000, 0.0100, 0.0000
0.9822, 0.0000, 0.0091, 0.0000
0.9838, 0.0000, 0.0083, 0.0000
0.9853, 0.0000, 0.0076, 0.0000
0.9867, 0.0000, 0.0069, 0.0000
0.9879, 0.0000, 0.0063, 0.0000
0.9891, 0.0000, 0.0057, 0.0000
0.9901, 0.0000, 0.0052, 0.0000
0.9910, 0.0000, 0.0047, 0.0000
0.9919, 0.0000, 0.0042, 0.0000
0.9926, 0.0000, 0.0038, 0.0000
0.9933, 0.0000, 0.0035, 0.0000
0.9940, 0.0000, 0.0032, 0.0000
0.9945, 0.0000, 0.0029, 0.0000
0.9950, 0.0000, 0.0026, 0.0000
0.9955, 0.0000, 0.0024, 0.0000
0.9959, 0.0000, 0.0021, 0.0000
0.9963, 0.0000, 0.0019, 0.0000
0.9967, 0.0000, 0.0017, 0.0000
0.9970, 0.0000, 0.0016, 0.0000
0.9973, 0.0000, 0.0014, 0.0000
0.9975, 0.0000, 0.0013, 0.0000
0.9978, 0.0000, 0.0012, 0.0000
0.9980, 0.0000, 0.0011, 0.0000
0.9982, 0.0000, 0.0010, 0.0000
0.9983, 0.0000, 0.0009, 0.0000
0.9985, 0.0000, 0.0008, 0.0000
0.9986, 0.0000, 0.0007, 0.0000
0.9988, 0.0000, 0.0006, 0.0000
0.9989, 0.0000, 0.0006, 0.0000
0.9990, 0.0000, 0.0005, 0.0000
0.9991, 0.0000, 0.0005, 0.0000
0.9992, 0.0000, 0.0004, 0.0000
0.9992, 0.0000, 0.0004, 0.0000
